Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2
Jai Veeru: Friends Forever,-2009.0,160 min,"Action, Adventure, Crime",3.6,271,Puneet Sira,Fardeen Khan,Kunal Khemu
Jai Vikraanta,-1995.0,195 min,Action,5.0,87,Sultan Ahmed,Sanjay Dutt,Zeba Bakhtiar
Jail,-2009.0,131 min,Drama,6.2,"1,242",Madhur Bhandarkar,Manoj Bajpayee,Atul Kulkarni
Jaise Ko Taisa,-1973.0,134 min,"Drama, Family",5.3,35,Murugan Kumaran,Jeetendra,Reena Roy
Jaisi Karni Waisi Bharni,-1989.0,168 min,"Comedy, Drama",5.6,223,Vimal Kumar,Govinda,Kimi Katkar
Jai-Vijay,-1977.0,152 min,"Action, Adventure, Drama",5.2,16,L.V. Prasad,Jeetendra,Reena Roy
Jajantaram Mamantaram,-2003.0,122 min,"Action, Adventure, Comedy",5.8,864,Soumitra Ranade,Javed Jaffrey,Gulshan Grover
Jal,-2013.0,126 min,Drama,6.7,454,Girish Malik,Purab Kohli,Tannishtha Chatterjee
Jal Mahal,-1980.0,130 min,Fantasy,5.7,15,Raghunath Jhalani,Jeetendra,Rekha
Jalebi,-2018.0,112 min,"Drama, Romance",6.0,"2,479",Pushpdeep Bhardwaj,Rhea Chakraborty,Varun Mitra
Jallaad,-1995.0,144 min,"Action, Drama",5.7,162,T.L.V. Prasad,Mithun Chakraborty,Madhoo
Jallian Wala Bagh,-1977.0,185 min,History,7.0,33,Balraj Tah,Shabana Azmi,Gulzar
Jalpari: The Desert Mermaid,-2012.0,94 min,"Drama, Family, Mystery",7.1,375,Nila Madhab Panda,Nilamadhab Panda,Lehar Khan
Jalwa,-1987.0,134 min,"Action, Thriller",6.6,149,Pankaj Parashar,Naseeruddin Shah,Archana Puran Singh
Jamun,-2021.0,92 min,"Drama, Family",7.5,409,Gaurav Mehra,Raghuvir Yadav,Shweta Basu Prasad
Jan Pahchan,-1950.0,114 min,"Drama, Romance",7.1,61,Fali Mistry,Nargis,Raj Kapoor
Janam Kundli,-1995.0,157 min,"Action, Drama",4.0,27,Tariq Shah,Jeetendra,Vinod Khanna
Janam Se Pehle,-1994.0,150 min,"Crime, Thriller",4.0,14,B.R. Ishara,Raj Babbar,Farha Naaz
Janani,-2006.0,124 min,"Drama, Romance",4.4,28,Chander H. Bahl,Bhagyashree,Ayesha Jhulka
Janasheen,-2003.0,162 min,"Musical, Action, Drama",2.9,358,Feroz Khan,Feroz Khan,Fardeen Khan
Janbaaz,-1986.0,175 min,"Action, Drama",6.2,662,Feroz Khan,Feroz Khan,Anil Kapoor
Jangal Mein Mangal,-1972.0,140 min,"Adventure, Romance",6.7,64,Rajendra Bhatia,Kiran Kumar,Reena Roy
Jango,-2016.0,110 min,Mystery,2.7,11,Adam Avil,Mukesh Asopa,Jannat Ansari
Janleva 555,-2012.0,140 min,"Musical, Romance, Thriller",4.2,20,Sundeep Malani,Shona Chabra,Raja Hasan
Janmabhoomi,-1936.0,139 min,Drama,5.9,9,Franz Osten,Devika Rani,Ashok Kumar
Jannat 2,-2012.0,150 min,"Crime, Drama, Thriller",6.2,"5,333",Kunal Deshmukh,Emraan Hashmi,Randeep Hooda
Jannat E Milan,-2018.0,135 min,Musical,2.8,8,Shekhar Ujjaninwal,Rishabh Vaidya,Shakshi Diwedi
Jannat: In Search of Heaven...,-2008.0,140 min,"Crime, Drama, Romance",6.9,"6,080",Kunal Deshmukh,Emraan Hashmi,Sonal Chauhan
Janta Hawaldar,-1979.0,126 min,"Comedy, Crime, Drama",6.5,44,Mehmood,Rajesh Khanna,Ashok Kumar
Janwar,-1965.0,247 min,"Musical, Romance",7.0,168,Bhappi Sonie,Shammi Kapoor,Rajshree
Jappanil Kalyanaraman,-1985.0,138 min,"Action, Comedy, Romance",6.0,121,S.P. Muthuraman,Kamal Haasan,Radha
Jashnn: The Music Within,-2009.0,125 min,"Drama, Musical, Romance",3.9,250,Hasnain Hyderabadwala,Raksha Mistry,Adhyayan Suman
Jattu Engineer,-2017.0,139 min,Comedy,5.8,"3,336",Honeypreet Insan,Gurmeet Ram Rahim Singh,Muntazir Ahmad
Jawaani,-1984.0,160 min,"Romance, Action, Drama",5.6,19,Ramesh Behl,Karan Shah,Neelam Kothari
Jawaani Jaaneman,-2020.0,119 min,"Comedy, Drama",6.6,"6,371",Nitin Kakkar,Saif Ali Khan,Alaya F
Jawab,-1970.0,134 min,"Action, Drama, Romance",5.2,20,Ramanna,Ashok Kumar,Meena Kumari
Jawab,-1942.0,157 min,Drama,7.6,8,P.C. Barua,Ratin Banerjee,P.C. Barua
Jawab Ayega,-1968.0,82 min,Family,6.0,5,Ismat Chughtai,Shaheed Latif,Yogesh Bali
Jawab Hum Denge,-1987.0,135 min,Action,5.6,37,Vijay Reddy,Jackie Shroff,Sridevi
Jawani Diwani: A Youthful Joyride,-2006.0,111 min,"Comedy, Drama, Romance",2.9,464,Manish Sharma,Emraan Hashmi,Celina Jaitly
Jawani Ke Gunah,-1989.0,120 min,Drama,4.6,8,S.R. Pratap,Rakesh Bedi,Sahila Chaddha
Jawani Ki Hawa,-1959.0,143 min,Drama,5.0,7,M. Sadiq,Pradeep Kumar,Vyjayanthimala
Jawani Zindabad,-1990.0,163 min,"Drama, Romance",5.6,652,Arun Bhatt,Aamir Khan,Farha Naaz
Jayantabhai Ki Luv Story,-2013.0,130 min,"Action, Comedy, Romance",5.3,"1,270",Vinnil Markan,Vivek Oberoi,Neha Sharma
Jazbaa,-2015.0,119 min,"Action, Crime, Drama",5.8,"3,375",Sanjay Gupta,Aishwarya Rai Bachchan,Irrfan Khan
Jazbaat,-1980.0,124 min,Drama,4.2,26,Suraj Prakash,Raj Babbar,Zarina Wahab
Jeena Hai Toh Thok Daal,-2012.0,123 min,"Action, Crime, Drama",5.5,31,Manish Vatssalya,Ravi Kishan,Manish Vatssalya
Jeena Isi Ka Naam Hai,-2017.0,173 min,Drama,5.4,99,Keshhav Panneriy,Arbaaz Khan,Himansh Kohli
Jeena Marna Tere Sang,-1992.0,150 min,"Action, Romance",4.8,70,Vijay Reddy,Sanjay Dutt,Raveena Tandon
Jeena Sirf Merre Liye,-2002.0,137 min,"Comedy, Romance",4.4,728,Talat Jani,Kareena Kapoor,Tusshar Kapoor
Jeena Teri Gali Mein,-1991.0,144 min,Romance,4.8,17,Tinnu Anand,Kavita Kapoor,Amita Nangia
Jeena Yahan,-1979.0,93 min,Drama,6.7,18,Basu Chatterjee,Shekhar Kapur,Shabana Azmi
Jeene Do,-1990.0,125 min,"Action, Drama",4.6,47,Rajesh Seth,Rajesh Sethi,Sanjay Dutt
Jeene Ki Arzoo,-1981.0,132 min,Drama,5.9,22,Rajashekhar,Mithun Chakraborty,Rati Agnihotri
Jeene Ki Raah,-1969.0,152 min,"Drama, Romance",6.9,82,L.V. Prasad,Jeetendra,Tanuja
Jeene Nahi Doonga,-1984.0,133 min,Action,5.9,55,Rajkumar Kohli,Dharmendra,Shatrughan Sinha
Jeet,-1996.0,180 min,"Action, Romance",5.7,"2,169",Raj Kanwar,Sunny Deol,Karisma Kapoor
Jeet Hamaari,-1983.0,149 min,Action,4.8,22,R. Thyagaraajan,Rakesh Roshan,Rajinikanth
Jeeva,-1986.0,123 min,"Action, Drama, Music",4.1,55,Raj N. Sippy,Sanjay Dutt,Mandakini
Jeevan Daata,-1991.0,120 min,Action,3.8,9,Swaroop Kumar,Chunky Panday,Aditya Pancholi
Jeevan Dhaara,-1982.0,137 min,"Family, Drama",6.6,70,Rama Rao Tatineni,Rekha,Amol Palekar
Jeevan Ek Sanghursh,-1990.0,159 min,"Drama, Family",4.9,168,Rahul Rawail,Rakhee Gulzar,Anil Kapoor
Jeevan Jyoti,-1976.0,136 min,"Drama, Family",6.3,11,Murugan Kumaran,Vijay Arora,Bindiya Goswami
Jeevan Mrityu,-1970.0,140 min,"Drama, Romance, Thriller",7.1,216,Satyen Bose,Dharmendra,Rakhee Gulzar
Jeevan Naya,-1936.0,140 min,Drama,7.3,6,Franz Osten,Devika Rani,Ashok Kumar
Jeevan Yudh,-1997.0,136 min,"Action, Drama, Family",5.1,32,Partho Ghosh,Mithun Chakraborty,Atul Agnihotri
Jewel Thief,-1967.0,186 min,"Crime, Drama, Musical",8.0,"1,771",Vijay Anand,Ashok Kumar,Dev Anand
Jhakaas!,-2018.0,56 min,"Comedy, Drama",6.1,11,Anirudh Baboo,Mukund Krishna Kumar Nair,Sangeeth Shobhan
Jhalki,-2019.0,104 min,Drama,7.2,672,Brahmanand S. Singh,Tanvi Jain,Boman Irani
Jhanak Jhanak Payal Baaje,-1955.0,143 min,"Drama, Musical, Romance",6.5,105,Shantaram Rajaram Vankudre,Gopi Krishna,Sandhya
Jhankaar Beats,-2003.0,143 min,"Comedy, Music, Romance",7.2,"1,976",Sujoy Ghosh,Sanjay Suri,Rahul Bose
Jhansi Ki Rani,-1953.0,97 min,"Biography, Drama, History",6.9,89,Sohrab Modi,Mehtab,Sohrab Modi
Jhansi Ki Rani Laxmibai,-2012.0,140 min,History,7.1,15,Rajesh Mittal,Tom Alter,Sadashiv Amrapurkar
Jheel Ke Us Paar,-1973.0,142 min,"Drama, Romance",7.2,88,Bhappi Sonie,Dharmendra,Mumtaz
Jhol,-2019.0,112 min,"Comedy, Drama",8.2,42,Shakti,Alisha Farrer,Chetan Hansraj
Jhoola,-1941.0,177 min,Drama,6.3,13,Gyan Mukherjee,Leela Chitnis,Ashok Kumar
Jhoola,-1962.0,147 min,"Drama, Family",5.9,11,K. Shankar,Sunil Dutt,Vyjayanthimala
Jhoom Barabar Jhoom,-2007.0,138 min,"Comedy, Drama, Musical",3.7,"3,043",Shaad Ali,Abhishek Bachchan,Preity Zinta
Jhooth Bole Kauwa Kaate,-1998.0,148 min,"Comedy, Romance",5.7,771,Hrishikesh Mukherjee,Anil Kapoor,Juhi Chawla
Jhootha Hi Sahi,-2010.0,142 min,"Comedy, Drama, Romance",6.1,"1,870",Abbas Tyrewala,John Abraham,Paakhi A. Tyrewala
Jhootha Kahin Ka,-2019.0,133 min,Comedy,4.7,330,Smeep Kang,Rishi Kapoor,Jimmy Sheirgill
Jhoothi,-1985.0,136 min,Comedy,6.6,129,Hrishikesh Mukherjee,Rekha,Raj Babbar
Jhoothi Shaan,-1991.0,139 min,"Action, Drama",4.6,20,Ranjan Bose,Shabana Azmi,Mithun Chakraborty
Jhumroo,-1961.0,171 min,"Comedy, Drama, Musical",7.0,539,Shankar Mukherjee,Kishore Kumar,Madhubala
Ji Chahta Hai,-1964.0,99 min,"Drama, Family",5.9,15,Bibhuti Mitra,Joy Mukherjee,Rajshree
Jia aur Jia,-2017.0,93 min,Drama,4.4,167,Howard Rosemeyer,Richa Chadha,Kalki Koechlin
Jiban Maran,-1938.0,144 min,"Drama, Romance",5.2,6,Nitin Bose,K.L. Saigal,Leela Desai
Jigariyaa,-2014.0,142 min,Drama,4.9,301,Raj Purohit,Harshvardhan Deo,Cherry Mardia
Jigarwala,-1991.0,132 min,"Action, Drama",2.5,34,Swaroop Kumar,Anil Kapoor,Tina Ambani
Jigri Dost,-1969.0,154 min,Drama,6.4,32,Ravikant Nagaich,Jeetendra,Mumtaz
Jigyaasa,-2006.0,147 min,Drama,3.4,263,Faisal Saif,Nassar Abdulla,Rakesh Bedi
Jihad,-2017.0,144 min,Drama,8.6,47,Rakesh Parmaar,Farhad Ahmed Dehlvi,Alfeeya Donna
Jis Desh Mein Ganga Rehta Hain,-2000.0,141 min,"Comedy, Crime, Drama",4.9,"1,187",Mahesh Manjrekar,Govinda,Sonali Bendre
Jis Desh Men Ganga Behti Hai,-1960.0,167 min,"Drama, Musical, Romance",7.4,435,Radhu Karmakar,Raj Kapoor,Padmini
Jism,-2003.0,136 min,"Drama, Romance, Thriller",5.2,"2,061",Amit Saxena,Bipasha Basu,John Abraham
Jism 2,-2012.0,130 min,"Drama, Romance, Thriller",3.0,"3,290",Pooja Bhatt,Randeep Hooda,Arunoday Singh
Jo Bole So Nihaal,-2005.0,125 min,"Action, Comedy, Thriller",3.6,646,Rahul Rawail,Sunny Deol,Thomas Tevana
Jo Dooba So Paar: It's Love in Bihar!,-2011.0,90 min,"Comedy, Crime, Drama",5.7,71,Praveen Kumar,Anand Tiwari,Rajat Kapoor
Jo Jeeta Wohi Sikandar,-1992.0,174 min,"Comedy, Drama, Romance",8.2,"22,147",Mansoor Khan,Aamir Khan,Ayesha Jhulka
Jodhaa Akbar,-2008.0,213 min,"Action, Drama, History",7.6,"30,717",Ashutosh Gowariker,Hrithik Roshan,Aishwarya Rai Bachchan
Jodi,-1999.0,161 min,Romance,6.1,188,Praveenkanth,Manager Cheena,Sakthi Chidambaram
Jodi Breakers,-2012.0,127 min,"Comedy, Musical, Romance",3.5,"1,116",Ashwini Chaudhary,Bipasha Basu,Helen
Jodi No. 1,-2001.0,140 min,"Comedy, Romance",5.8,"2,299",David Dhawan,Sanjay Dutt,Govinda
Jogan,-1950.0,116 min,"Drama, Musical, Romance",7.4,80,Kidar Nath Sharma,Nargis,Dilip Kumar
Joggers' Park,-2003.0,133 min,"Comedy, Romance",6.2,353,Anant Balani,Victor Banerjee,Perizaad Zorabian
Jogi the King,-2005.0,172 min,"Action, Drama",7.3,266,Prem,Shivarajkumar,Neenasam Ashwath
Johar in Bombay,-1967.0,150 min,"Comedy, Drama, Fantasy",6.4,14,Shantilal Soni,I.S. Johar,Sonia Sahni
Johar in Kashmir,-1966.0,122 min,"Action, Drama, Thriller",6.8,12,I.S. Johar,Mumtaz Begum,Rajan Haksar
Johar Mehmood in Hong Kong,-1971.0,134 min,Comedy,6.8,49,S.A. Akbar,I.S. Johar,Mehmood
Johar-Mehmood in Goa,-1965.0,145 min,"Action, Adventure, Comedy",6.8,44,I.S. Johar,Mehmood,Simi Garewal
John Day,-2013.0,138 min,"Action, Crime, Drama",5.6,831,Ahishor Solomon,Naseeruddin Shah,Randeep Hooda
Johnny,-1980.0,140 min,"Action, Crime, Drama",7.5,423,J. Mahendran,Rajinikanth,K. Balaji
Johnny Gaddaar,-2007.0,135 min,"Crime, Drama, Mystery",7.8,"11,795",Sriram Raghavan,Dharmendra,Rimi Sen
Johnny-Walker,-1957.0,151 min,"Comedy, Romance",6.0,9,Madan,Daljit Ved,Shyama
Johny I Love You,-1982.0,171 min,"Action, Romance",4.9,36,Rakesh Kumar,Sanjay Dutt,Rati Agnihotri
Johny Mera Naam,-1970.0,159 min,"Action, Drama, Musical",7.3,760,Vijay Anand,Dev Anand,Hema Malini
Joker,-2012.0,104 min,"Comedy, Family, Sci-Fi",2.4,"5,235",Shirish Kunder,Akshay Kumar,Sonakshi Sinha
Jolly LLB,-2013.0,135 min,"Comedy, Drama",7.5,"18,466",Subhash Kapoor,Arshad Warsi,Amrita Rao
Jolly LLB 2,-2017.0,137 min,"Comedy, Drama",7.2,"23,030",Subhash Kapoor,Akshay Kumar,Huma Qureshi
Joru Ka Ghulam,-2000.0,169 min,"Comedy, Drama, Romance",5.1,"1,038",Shakeel Noorani,Govinda,Twinkle Khanna
Josef - Born in Grace,-2019.0,100 min,Drama,9.0,12,Susant Misra,Victor Banerjee,Subrat Dutta
Josh,-2000.0,162 min,"Action, Drama, Musical",6.2,"9,667",Mansoor Khan,Dilip Mestry,Shah Rukh Khan
Joshila,-1973.0,137 min,"Drama, Thriller",6.2,104,Yash Chopra,Dev Anand,Hema Malini
Joshilaay,-1989.0,107 min,"Action, Drama, Western",5.7,265,Sibte Hassan Rizvi,Sunny Deol,Anil Kapoor
Journey Bombay to Goa: Laughter Unlimited,-2007.0,138 min,"Action, Adventure, Comedy",4.6,376,Raj Pendurkar,Sunil Pal,Vijay Raaz
Joy: The Real Love Story,-2007.0,127 min,"Drama, Romance, Thriller",2.1,"1,619",Prashant Chadha,Himesh Reshammiya,Hansika Motwani
Juaari,-1994.0,184 min,"Action, Drama",3.1,34,Jagdish A. Sharma,Dharmendra,Arman Kohli
Juari,-1968.0,155 min,Romance,6.6,21,Suraj Prakash,Shashi Kapoor,Nanda
Judaai,-1997.0,167 min,"Comedy, Drama, Romance",6.1,"2,249",Raj Kanwar,Anil Kapoor,Sridevi
Judaai,-1980.0,149 min,"Family, Drama",5.9,70,Rama Rao Tatineni,Ashok Kumar,Jeetendra
Judge Mujrim,-1997.0,137 min,"Action, Drama",3.9,66,Jagdish A. Sharma,Jeetendra,Sunil Shetty
Judgementall Hai Kya,-2019.0,121 min,"Comedy, Drama, Mystery",5.9,"5,419",Prakash Kovelamudi,Kangana Ranaut,Rajkummar Rao
Judwaa,-1997.0,138 min,"Action, Comedy, Drama",6.1,"5,679",David Dhawan,Salman Khan,Karisma Kapoor
Judwaa 2,-2017.0,145 min,"Action, Comedy",3.6,"9,622",David Dhawan,Varun Dhawan,Jacqueline Fernandez
Jugni,-2016.0,115 min,Drama,6.2,137,Shefali Bhushan,Anurita Jha,Sadhana Singh
Jugnu,-1973.0,149 min,"Action, Drama, Thriller",6.5,182,Pramod Chakravorty,Dharmendra,Hema Malini
Julie,-1975.0,145 min,"Family, Musical, Romance",6.1,261,K.S. Sethumadhavan,Lakshmi,Vikram Makandar
Julie,-2004.0,144 min,"Drama, Romance",4.0,404,Deepak S. Shivdasani,Neha Dhupia,Priyanshu Chatterjee
Julie 2,-2017.0,159 min,"Drama, Romance, Thriller",2.3,311,Deepak S. Shivdasani,Nishikant Kamat,Raai Laxmi
Junction Varanasi,-2019.0,149 min,Drama,3.7,22,Dheeraj Pandit,Dev Sharma,Anjali Abrol
June,-2021.0,93 min,Drama,9.4,18,Suhrud Godbole,Vaibhav Khisti,Nilesh Divekar
Jung,-1996.0,146 min,"Action, Crime, Drama",4.0,233,Rama Rao Tatineni,Mithun Chakraborty,Ajay Devgn
Jung,-2000.0,147 min,"Action, Crime, Drama",4.2,364,Sanjay Gupta,Sanjay Dutt,Jackie Shroff
Jung Baaz,-1989.0,143 min,"Action, Crime",5.6,75,Mehul Kumar,Govinda,Danny Denzongpa
Jungle,-2000.0,146 min,"Action, Adventure, Romance",6.1,"1,102",Ram Gopal Varma,Sunil Shetty,Fardeen Khan
Jungle Love Story,-1998.0,133 min,Romance,6.2,6,Dilip Gulati,Raza Murad,Amrit Pal
Junglee,-1961.0,139 min,"Comedy, Drama, Musical",7.3,467,Subodh Mukherji,Shammi Kapoor,Saira Banu
Junglee,-2019.0,115 min,"Action, Adventure, Thriller",5.6,"1,658",Chuck Russell,Vidyut Jammwal,Lars Kjeldsen
Junko,-2017.0,78 min,Crime,3.1,8,Abhinav Thakur,Neelam Deysarkar,Aayush Thakur
Junoon,-1979.0,141 min,Drama,7.6,503,Shyam Benegal,Shashi Kapoor,Nafisa Ali
Junoon,-1992.0,123 min,"Drama, Horror, Musical",5.6,531,Mahesh Bhatt,Rahul Roy,Pooja Bhatt
Junooniyat,-2016.0,155 min,"Drama, Romance",4.2,708,Vivek Agnihotri,Pulkit Samrat,Yami Gautam
Jurm,-1990.0,103 min,"Action, Crime, Romance",5.6,129,Mahesh Bhatt,Vinod Khanna,Meenakshi Sheshadri
Jurm,-2005.0,150 min,"Crime, Drama, Mystery",5.4,482,Vikram Bhatt,Kamal Adib,Bobby Deol
Jurmana,-1979.0,139 min,"Drama, Romance",6.8,176,Hrishikesh Mukherjee,Rakhee Gulzar,Amitabh Bachchan
Jurmana,-1996.0,134 min,Action,5.4,31,T.L.V. Prasad,Mithun Chakraborty,Rambha
Jurrat,-1989.0,146 min,"Action, Crime",4.6,23,David Dhawan,Shatrughan Sinha,Kumar Gaurav
Just Like That,-2019.0,109 min,Drama,7.9,30,Kislay,Trimala Adhikari,Harish Khanna
Just Married: Marriage Was Only the Beginning!,-2007.0,135 min,"Comedy, Drama, Romance",5.3,495,Meghna Gulzar,Fardeen Khan,Esha Deol
Justice Chaudhury,-1983.0,156 min,"Drama, Action, Comedy",5.6,75,K. Raghavendra Rao,Jeetendra,Hema Malini
Jwalamukhi,-1980.0,162 min,"Action, Romance, Drama",5.8,28,Prakash Mehra,Waheeda Rehman,Shatrughan Sinha
Jwalamukhi,-2000.0,135 min,"Action, Drama",4.2,29,Jagdish A. Sharma,Vijay Sharma,Abdul Rehman Sheikh
Jwar Bhata,-1944.0,120 min,"Drama, Romance",7.6,34,Amiya Chakrabarty,Ruma Guha Thakurta,Aga Jaan
Jwlwi - The Seed,-2019.0,90 min,Drama,8.0,24,Rajni Basumatary,Raj Agnihotri,Mondeep Basumatary
Jyoti,-1981.0,144 min,Drama,5.9,31,Pramod Chakravorty,Ajit,Birbal
Jyoti Bane Jwala,-1980.0,166 min,"Drama, Family, Action",5.0,38,Narayana Rao Dasari,Jeetendra,Vinod Mehra
Kaabil,-2017.0,139 min,"Action, Crime, Drama",7.1,"24,942",Sanjay Gupta,Hrithik Roshan,Yami Gautam
Kaaboo,-2002.0,135 min,Action,6.5,29,Vicky Ranawat,Rajat Bedi,Sudesh Berry
Kaadan,-2021.0,170 min,"Action, Drama, Fantasy",9.1,"2,219",Prabu Solomon,Raghu Babu,Rana Daggubati
Kaadhal Parisu,-1987.0,143 min,"Drama, Romance",6.1,97,A. Jagannathan,Kamal Haasan,Radha
Kaafiron Ki Namaaz,-2013.0,149 min,"Drama, Thriller",7.1,274,Ram Ramesh Sharma,Alok Chaturvedi,Chandra Shekhar Dutta
Kaagaz,-2021.0,109 min,"Biography, Comedy, Drama",7.6,"6,738",Satish Kaushik,Pankaj Tripathi,Monal Gajjar
Kaagaz Ke Fools,-2015.0,109 min,Comedy,3.9,136,Anil Chaudhary,Vinay Pathak,Mugdha Godse
Kaagaz Ke Phool,-1959.0,148 min,Romance,8.0,"2,136",Guru Dutt,Waheeda Rehman,Guru Dutt
Kaagaz Ki Kashti,-2017.0,127 min,Documentary,8.9,203,Brahmanand S. Singh,Ghulam Ali,Talat Aziz
Kaajal,-1965.0,168 min,"Drama, Musical, Romance",6.2,119,Ram Maheshwari,Meena Kumari,Dharmendra
Kaal,-2005.0,126 min,"Adventure, Horror, Mystery",4.6,"5,039",Soham Shah,Ajay Devgn,Vivek Oberoi
Kaala,-2018.0,162 min,"Action, Drama",6.7,"8,163",Pa. Ranjith,Rajinikanth,Nana Patekar
Kaala Patthar,-1979.0,176 min,"Action, Drama, History",7.7,"2,207",Yash Chopra,Amitabh Bachchan,Shashi Kapoor
Kaala Samrajya,-1999.0,119 min,"Action, Crime, Romance",4.2,36,Deepak Bahry,Sunil Shetty,Monica Bedi
Kaala Sona,-1975.0,137 min,"Action, Thriller",6.4,61,Ravikant Nagaich,Feroz Khan,Parveen Babi
Kaalakaandi,-2018.0,112 min,"Comedy, Thriller",6.3,"2,612",Akshat Verma,Saif Ali Khan,Asif Basra
Kaali Khuhi,-2020.0,90 min,"Drama, Horror, Mystery",3.4,"1,032",Terrie Samundra,Shabana Azmi,Sanjeeda Sheikh
Kaali Ki Saugandh,-2000.0,90 min,Action,5.0,7,Saabir,Anmol,Dharmendra
Kaalia,-1981.0,157 min,"Action, Drama",6.8,"1,412",Tinnu Anand,Amitabh Bachchan,Asha Parekh
Kaalo,-2010.0,79 min,"Action, Drama, Horror",3.3,260,Wilson Louis,Aditya Srivastav,Swini Khara
Kaam Jwala: The Fire,-2004.0,73 min,Drama,2.7,9,Kanti Shah,Amit Pachori,Sapna Sappu
Kaam Shastra,-1975.0,136 min,Thriller,6.4,13,Prem Kapoor,Alka,Ramesh Aurora
Kaamaagni,-1987.0,134 min,"Drama, Music",4.6,7,Ashok Kumar,Sushma Ahuja,Tina Ambani
Kaamchor,-1982.0,135 min,"Drama, Family",6.6,131,K. Viswanath,Rakesh Roshan,Jaya Prada
Kaanchi,-2014.0,151 min,"Drama, Musical, Romance",4.2,590,Subhash Ghai,Mishti,Kartik Aaryan
Kaanchli Life in a Slough,-2020.0,101 min,Drama,7.3,85,Dedipya Joshii,Sanjay Mishra,Shikha Malhotra
Kaanoon Ki Awaaz,-1989.0,127 min,"Action, Crime",3.8,10,P. Chandrasekhar,R. Kumar,Balwant Dullat
Kaante,-2002.0,150 min,"Action, Crime, Drama",6.5,"4,738",Sanjay Gupta,Amitabh Bachchan,Sanjay Dutt
Kaaranama,-1990.0,138 min,Drama,4.8,17,Ranjeet,Vinod Khanna,Kimi Katkar
Kaash,-1987.0,140 min,Drama,6.3,197,Mahesh Bhatt,Jackie Shroff,Dimple Kapadia
Kaash,-2015.0,106 min,Drama,5.0,20,Ishaan Nair,Nidhi Sunil,Kavya Trehan
Kaash... Hamara Dil Pagal Na Hota,-2003.0,149 min,Comedy,3.6,7,Mangal Anand,Sunil Singh,Chetan Aneja
Kaashi in Search of Ganga,-2018.0,125 min,Thriller,5.4,259,Dhiraj Kumar,Prince Adhikari,Aishwarya Devan
Kab? Kyoon? Aur Kahan?,-1970.0,136 min,"Action, Mystery, Romance",6.8,117,Arjun Hingorani,Dharmendra,Babita Kapoor
Kabaad- The Coin,-2021.0,132 min,Drama,6.6,76,Varadraj Swami,Vivaan Shah,Zoya Afroz
Kabali,-2016.0,153 min,"Action, Crime, Drama",6.2,"11,886",Pa. Ranjith,Rajinikanth,Winston Chao
Kabhi Alvida Naa Kehna,-2006.0,193 min,"Drama, Romance",6.1,"18,783",Karan Johar,Shah Rukh Khan,Rani Mukerji
Kabhi Haan Kabhi Naa,-1994.0,158 min,"Comedy, Drama, Music",7.8,"17,567",Kundan Shah,Shah Rukh Khan,Suchitra Krishnamoorthi
Kabhi Khushi Kabhie Gham...,-2001.0,210 min,"Drama, Musical, Romance",7.4,"46,172",Karan Johar,Shah Rukh Khan,Kajol
Kabhi Na Kabhi,-1998.0,157 min,"Action, Drama, Romance",4.3,158,Priyadarshan,Jackie Shroff,Anil Kapoor
Kabhi Paas Kabhi Fail,-1999.0,95 min,"Comedy, Family",6.2,20,Virendra Saini,Sajeel Parakh,Saurabh Shukla
Kabhie Kabhie,-1976.0,177 min,"Drama, Romance",7.4,"1,986",Yash Chopra,Amitabh Bachchan,Shashi Kapoor
Kabir Singh,-2019.0,173 min,"Action, Drama, Romance",7.1,"27,731",Sandeep Reddy Vanga,Shahid Kapoor,Kiara Advani
Kabli Khan,-1963.0,123 min,"Action, Musical",4.8,9,K. Amarnath,Ajit,Helen
Kabrastan,-1988.0,135 min,Horror,3.7,27,Mohan Bhakri,Hemant Birje,Kamna
Kabrastan,-2000.0,109 min,Horror,3.1,16,Ramesh U. Lakhiani,Amit Kapoor,Satnam Kaur
Kabul Express,-2006.0,105 min,"Adventure, Comedy, Drama",6.8,"3,181",Kabir Khan,John Abraham,Arshad Warsi
Kabuliwala,-1961.0,95 min,Drama,7.8,317,Hemen Gupta,Balraj Sahni,Baby Sonu
Kabzaa,-1988.0,143 min,"Action, Crime, Drama",5.9,185,Mahesh Bhatt,Raj Babbar,Sanjay Dutt
Kaccha Limboo,-2011.0,141 min,"Comedy, Family",6.4,88,Sagar Ballary,Muntazir Ahmad,Karan Bhanushali
Kachche Dhaage,-1999.0,144 min,"Action, Drama, Thriller",6.0,"1,428",Milan Luthria,Ajay Devgn,Saif Ali Khan
Kachchi Sadak,-2006.0,145 min,"Action, Drama",6.1,34,Sanjay D. Singh,Rahul Singh,Parmita Katkar
Kadakh,-2019.0,108 min,"Comedy, Drama, Thriller",7.0,"1,381",Rajat Kapoor,Ranvir Shorey,Mansi Multani
Kadal Meengal,-1981.0,137 min,Drama,6.6,76,G.N. Rangarajan,Kamal Haasan,Sujatha
Kadamban,-2017.0,142 min,"Action, Adventure, Drama",5.3,417,N. Ragavan,Arya,Catherine Tresa
Kadhal Desam,-1996.0,158 min,"Comedy, Drama, Romance",6.8,458,Kathir,Abbas,S.P. Balasubrahmanyam
Kadhal Mannan,-1998.0,135 min,"Drama, Romance",7.1,789,Saran,Ajith Kumar,Maanu
